timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
930,1,10,20,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
900,3,9,19,1,0,0,0,0,0,0,6,5,1,1,3,6,5,5,1,5,1,0,0,15
844,1,10,75,0,1,0,0,0,0,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
841,2,10,75,1,0,0,0,0,0,0,7,4,1,3,1,7,4,4,3,4,1,0,0,13
794,1,18,70,1,0,0,0,0,0,0,7,4,1,3,1,7,4,4,3,4,1,0,0,6
750,2,12,64,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
746,3,12,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
668,2,6,85,0,0,0,0,0,1,0,7,5,1,1,3,7,5,2,4,5,1,0,0,0
664,3,6,85,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,1,0,0,10
633,1,10,75,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,4,4,1,0,0,75
611,1,10,75,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
605,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,6
535,3,15,80,0,0,0,0,1,0,0,6,7,1,1,3,6,7,1,5,5,1,0,0,0
492,2,3,50,0,0,0,0,0,1,0,8,4,1,3,1,8,4,4,3,4,0,0,1,0
487,3,3,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
380,3,4,41,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
317,2,13,15,1,0,0,0,0,0,0,7,6,1,2,2,7,6,3,4,4,1,0,0,-8
275,3,21,23,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,5,5,1,0,0,11
229,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,15
213,1,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
201,2,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
195,3,7,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
191,4,7,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
67,1,10,80,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,18
59,1,10,62,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
55,2,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
50,3,10,62,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,12
32,1,10,50,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,10
3593,1,10,80,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,0,0,1,25
3447,2,26,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,29
3401,1,10,31,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0
3395,2,10,31,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,11
3304,2,5,15,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,1,0,4
3196,2,11,69,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0
3192,3,11,69,0,0,0,0,1,0,0,7,5,1,1,3,7,5,0,6,5,1,0,0,-3
3105,2,9,74,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
3101,3,9,74,0,0,0,0,1,0,0,6,5,1,0,4,6,5,3,3,5,1,0,0,0
3085,1,10,85,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,4,5,1,0,0,0
3082,2,10,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,3
3048,3,7,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,4,6,1,0,0,0
2996,2,7,63,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2977,2,10,35,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,12
2907,2,10,23,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2870,3,6,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,11
2837,1,8,8,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,1
2797,3,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
2774,1,20,85,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,-4
2643,1,10,20,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,1,0,0,0
2608,3,13,23,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
2594,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4
2540,2,14,79,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0
2533,3,14,79,1,0,0,0,0,0,0,6,4,1,1,3,6,4,1,4,6,1,0,0,0
2518,1,10,70,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,0,0,1,0
2430,3,5,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2415,1,5,30,0,0,0,0,1,0,0,5,5,1,2,2,5,5,2,4,5,1,0,0,0
2375,3,4,29,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,-5
2283,2,18,66,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
2239,3,17,65,0,0,0,0,1,0,0,4,4,0,1,4,4,4,3,3,5,1,0,0,5
2188,1,18,92,1,0,0,0,0,0,0,6,3,1,2,2,6,3,2,4,5,1,0,0,10
2154,2,8,82,0,0,0,0,1,0,0,7,4,1,2,2,7,4,2,4,5,1,0,0,0
2150,3,8,82,0,0,0,0,1,0,0,5,4,1,1,3,5,4,0,6,5,1,0,0,0
2138,1,10,29,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,0,1,0
2017,2,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
1968,1,10,85,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,6
1920,1,10,59,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
1901,2,7,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,20
1895,1,10,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-4
1873,2,14,40,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,8
1841,3,6,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,12
1835,1,10,20,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,8
1817,2,2,12,0,0,0,0,0,1,0,5,4,1,1,3,5,4,3,3,5,1,0,0,12
1805,1,10,55,0,0,0,0,1,0,0,4,3,1,1,3,4,3,2,4,5,1,0,0,8
1745,2,8,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1742,3,8,61,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,0
1728,1,10,14,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,6
1653,1,13,13,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,13
1642,1,10,73,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0
1639,2,10,73,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,-1
1599,3,11,74,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,0
1554,2,7,72,0,0,0,0,1,0,0,6,4,1,2,2,6,4,2,4,5,1,0,0,0
1549,3,7,72,0,0,0,0,1,0,0,7,6,1,1,3,7,6,0,6,5,0,0,1,-4
1443,3,9,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,-8
1332,1,10,38,1,0,0,0,0,0,0,5,4,1,2,2,5,4,3,4,4,0,0,1,0
1297,3,7,35,1,0,0,0,0,0,0,5,4,1,2,2,5,4,2,4,5,1,0,0,14
1114,2,5,5,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,4,4,1,0,0,0
1109,3,5,5,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,0,0,1,-12
900,2,5,59,0,0,0,0,0,1,0,7,4,1,3,1,7,4,4,3,4,0,1,0,0
892,3,5,59,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
875,1,10,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
871,2,10,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
829,3,19,91,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,4,6,0,0,1,24
795,1,10,67,0,0,0,0,1,0,0,4,4,1,1,3,4,4,2,4,5,1,0,0,2
730,3,8,65,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,5,5,1,0,0,0
322,3,15,46,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,24
224,1,10,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
188,3,12,53,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0
63,2,7,68,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,10
57,1,10,58,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,10
28,1,10,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
19,2,10,48,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,0,0,1,14
11,1,10,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
3478,1,10,19,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,0
3418,3,12,21,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,21
3367,2,9,72,1,0,0,0,0,0,0,5,4,1,2,2,5,4,3,3,5,0,0,1,3
3332,3,6,69,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
3321,1,10,67,0,1,0,0,0,0,0,6,5,2,1,2,6,5,4,3,4,1,0,0,5
3281,2,5,62,0,0,0,0,0,1,0,8,5,2,2,1,8,5,4,3,4,1,0,0,6
3221,2,7,53,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,3,4,1,0,0,4
3181,3,3,49,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
3171,1,10,91,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,3,5,0,0,1,0
3099,1,10,47,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,3,5,0,0,1,0
3048,3,6,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
2952,3,6,90,0,0,0,0,1,0,0,5,4,2,1,2,5,4,3,2,6,1,0,0,0
2946,1,10,17,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
2904,3,10,17,1,0,0,0,0,0,0,4,4,1,2,2,4,4,4,1,6,1,0,0,-7
2853,1,10,75,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,10
2817,1,10,65,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,6
2774,1,10,45,0,0,0,0,0,1,0,6,5,1,2,2,6,5,4,2,5,1,0,0,11
2732,1,10,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2700,3,6,30,0,0,0,0,1,0,0,6,3,2,1,2,6,3,3,2,6,1,0,0,5
2565,1,10,12,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,12
2520,2,7,60,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,27
2491,1,10,33,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,2,5,1,0,0,0
2485,2,10,33,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,9
2392,2,10,15,0,0,0,0,0,1,0,8,4,1,2,2,8,4,3,3,5,0,0,1,-4
2348,3,14,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
2336,1,10,82,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0
2330,2,10,82,0,0,0,0,0,1,0,6,1,2,1,2,6,1,3,3,5,1,0,0,5
2293,3,5,77,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,7
2250,1,10,70,0,0,0,0,0,1,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0
2245,2,10,70,0,0,0,0,1,0,0,6,4,2,1,2,6,4,3,3,5,1,0,0,0
2243,3,10,70,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,2,6,1,0,0,0
2198,2,3,59,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,10
2139,2,3,42,0,0,0,0,0,1,0,8,4,1,2,2,8,4,3,3,5,1,0,0,0
2107,2,8,78,0,0,0,0,0,1,0,6,4,2,1,2,6,4,4,3,4,1,0,0,4
2077,3,4,74,0,0,0,0,1,0,0,6,3,2,1,2,6,3,3,2,6,1,0,0,0
1907,3,19,64,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,12
1865,1,10,59,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,28
1832,2,9,30,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
1827,1,10,18,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1823,2,10,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,14
1819,1,4,4,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,1,0,0,4
1763,2,17,79,1,0,0,0,0,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,5
1722,3,12,74,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,11
1629,1,10,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,12
1563,2,6,39,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,17
1545,1,10,22,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,0,0,1,0
1501,3,5,17,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,0
1496,4,5,17,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
1419,3,3,76,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,30
1395,1,10,46,0,0,0,0,0,1,0,5,2,1,1,3,5,2,3,2,6,1,0,0,3
1335,1,10,36,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,13
1273,2,7,20,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,0
1268,3,7,20,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,0
1224,2,12,70,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,13
1065,2,9,17,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,14
1033,1,8,8,1,0,0,0,0,0,0,5,5,1,2,2,5,5,3,3,5,1,0,0,7
968,1,10,63,0,1,0,0,0,0,0,7,4,2,2,1,7,4,4,3,4,1,0,0,3
921,2,7,60,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,12
900,1,10,48,0,1,0,0,0,0,0,8,6,2,1,2,8,6,4,3,4,1,0,0,0
896,2,10,48,0,0,0,0,1,0,0,6,4,2,2,1,6,4,4,3,4,1,0,0,9
790,2,6,31,0,0,0,0,1,0,0,7,3,1,2,2,7,3,4,3,4,1,0,0,8
747,1,10,23,0,1,0,0,0,0,0,7,3,2,1,2,7,3,4,3,4,1,0,0,10
667,2,7,10,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,-7
582,1,10,69,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,9
529,1,10,50,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,-7
508,2,17,57,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,8
479,3,9,49,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
399,2,10,88,1,0,0,0,0,0,0,5,3,2,2,1,5,3,4,3,4,0,0,1,-3
317,1,10,66,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,0
286,3,8,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
188,2,2,2,0,0,0,0,1,0,0,6,3,1,2,2,6,3,3,3,5,0,0,1,0
132,2,5,5,0,0,0,0,1,0,0,7,3,1,1,3,7,3,3,3,5,1,0,0,5
120,2,8,73,0,0,0,0,1,0,0,7,3,2,1,2,7,3,4,3,4,0,0,1,10
43,1,10,99,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,1,7,1,0,0,0
29,1,10,84,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,1,7,1,0,0,0
21,2,10,84,0,0,0,0,1,0,0,4,3,1,1,3,4,3,3,1,7,1,0,0,14
3559,2,11,81,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,31
3402,2,4,29,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,0
3396,3,4,29,0,0,0,0,1,0,0,6,6,1,1,3,6,6,1,5,5,1,0,0,6
3327,2,8,21,1,0,0,0,0,0,0,5,3,1,2,2,5,3,3,4,4,1,0,0,0
3322,3,8,21,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,0
3175,3,23,99,0,0,0,0,0,1,0,9,4,1,3,1,9,4,4,3,4,0,1,0,16
3091,1,10,54,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,-8
3047,2,18,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
2912,2,5,24,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
2895,3,2,21,0,0,0,0,0,1,0,6,2,1,1,3,6,2,4,2,5,0,1,0,13
2582,3,4,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,7
2552,1,10,49,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,4
2471,3,1,40,0,0,0,0,0,1,0,9,6,1,3,1,9,6,4,4,3,0,0,1,3
2405,2,7,34,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,0,1,0,13
2371,1,10,21,0,0,0,0,1,0,0,7,2,1,2,2,7,2,2,4,5,1,0,0,10
2290,2,20,21,0,0,0,0,0,1,0,8,6,1,3,1,8,6,3,4,4,1,0,0,0
2283,3,20,21,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,5,5,1,0,0,0
2232,1,20,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-1
2192,2,21,86,1,0,0,0,0,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,5
2150,3,16,81,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
2118,1,10,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,20
2087,1,10,37,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,17
1920,1,10,64,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,-7
1893,2,17,71,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,5
1886,3,12,66,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,16
1850,2,9,19,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,-7
1820,1,10,11,1,0,0,0,0,0,0,5,4,1,2,2,5,4,3,3,5,1,0,0,-2
1811,2,12,13,0,0,0,0,1,0,0,7,8,1,1,3,7,8,3,3,5,1,0,0,0
1735,1,10,62,0,1,0,0,0,0,0,9,4,1,3,1,9,4,4,3,4,1,0,0,0
1672,2,11,45,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,10
1588,1,10,33,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1548,2,19,42,0,0,0,0,1,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,3
1502,3,16,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13
1329,2,7,43,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,0
1325,3,7,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5
1274,1,10,63,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,3,5,0,1,0,13
1215,2,3,43,0,0,0,0,0,1,0,6,4,3,1,1,6,4,3,3,5,1,0,0,0
1212,3,8,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,0,5,6,1,0,0,0
1165,2,6,85,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,10
1131,1,10,75,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,3,5,1,0,0,0
1127,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1123,3,10,75,0,0,0,0,1,0,0,7,7,1,1,3,7,7,3,3,5,1,0,0,0
1105,1,10,92,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1062,1,10,51,0,0,0,0,1,0,0,8,5,1,2,2,8,5,3,4,4,1,0,0,0
999,3,13,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,0,0,1,10
976,1,10,85,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,3,4,0,0,1,0
927,3,5,80,0,1,0,0,0,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,18
877,1,20,72,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0
872,2,20,72,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,0,0,1,0
864,3,20,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13
826,1,10,80,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,14
753,2,7,63,0,0,0,0,0,1,0,7,4,1,2,2,7,4,2,4,5,0,0,1,0
746,3,7,63,0,0,0,0,1,0,0,7,6,1,1,3,7,6,0,5,6,1,0,0,0
695,2,7,70,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
684,1,10,75,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,7
639,1,15,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,9
564,3,6,71,0,0,0,0,1,0,0,7,4,1,1,3,7,4,1,5,5,1,0,0,0
548,1,10,74,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,3
486,3,5,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4
336,3,3,68,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,1,0,0,4
301,1,10,64,0,1,0,0,0,0,0,7,5,1,3,1,7,5,3,4,4,0,0,1,0
297,2,10,64,0,0,0,0,1,0,0,8,4,1,2,2,8,4,3,3,5,1,0,0,0
292,3,10,64,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,1,0,0,3
250,1,10,81,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,21
201,2,9,59,0,0,0,1,0,0,0,7,3,1,1,3,7,3,3,3,5,1,0,0,19
158,1,10,40,0,0,0,0,1,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,0
120,3,6,36,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
115,4,6,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
3596,1,10,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
3568,2,6,67,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,35
3512,1,5,27,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,14
3397,1,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
3291,1,10,58,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,58
3213,3,2,67,1,0,0,0,0,0,0,6,5,1,2,2,6,5,4,3,4,1,0,0,11
3177,1,10,56,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,11
3141,1,10,45,0,1,0,0,0,0,0,7,6,2,1,2,7,6,4,3,4,0,0,1,0
3133,2,10,45,1,0,0,0,0,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,11
3015,2,10,24,0,1,0,0,0,0,0,7,4,2,2,1,7,4,4,3,4,1,0,0,7
2975,3,3,17,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2889,1,10,40,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2886,2,10,40,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,16
2863,1,10,24,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,1,0,0,21
2813,1,10,74,1,0,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,9
2741,1,10,63,0,1,0,0,0,0,0,7,5,2,0,3,7,5,4,3,4,1,0,0,35
2700,1,10,28,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,28
2694,1,10,75,0,1,0,0,0,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,16
2582,3,4,53,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,35
2482,3,7,15,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2472,1,10,75,0,0,0,0,1,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0
2469,2,10,75,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,6
2429,3,4,69,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,-7
2341,2,2,70,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2337,3,2,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
2310,1,10,58,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,19
2274,1,10,39,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,15
